"Gene.ID","moduleColor","GS.disease","p.GS.disease","MM.yellow","p.MM.yellow","MM.blue","p.MM.blue","MM.greenyellow","p.MM.greenyellow","MM.green","p.MM.green","MM.purple","p.MM.purple","MM.turquoise","p.MM.turquoise","MM.magenta","p.MM.magenta","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.pink","p.MM.pink","MM.red","p.MM.red"
"ENSG00000173597","black",0.25084630736455,0.683994425105894,0.0921203832701437,0.882874789197384,-0.616323564495334,0.268258982163232,-0.242583943669459,0.694189167675575,0.677529037444323,0.208861314536786,-0.457055086767305,0.439008281737176,-0.570989518473995,0.314698731665499,0.260638241148213,0.671941608916782,0.939926836165464,0.0175146727529599,-0.320168885488563,0.59942413239557,-0.914164712521191,0.0297961754318285,-0.0967678500910727,0.87698390558423
"ENSG00000205710","black",0.245175549623608,0.69098906742259,0.0283158157288655,0.963952002022579,-0.789649575127468,0.112085045625905,0.237999682735618,0.699855008398829,0.48191576464609,0.411061231075962,-0.174325616897579,0.779171109118938,-0.834056416557599,0.0790965701497227,0.2960399013038,0.628650697956469,0.957828963417757,0.0103297272081451,0.0106423148005561,0.986450039733104,-0.634799818896894,0.249906312747155,0.364707336090595,0.546150218781042
"ENSG00000107201","black",-0.239022679826756,0.698590079171612,-0.142570550145203,0.81909038846994,0.529375288248758,0.358936899585543,0.378468383667733,0.529883831732971,-0.769244916569587,0.128358858492095,0.435579493310572,0.463476624047079,0.425387334405521,0.475189622181061,-0.124141266561166,0.842345356544211,-0.888791196243648,0.0437685451416085,0.485152182565668,0.407454248700119,0.92301891595421,0.0253413903253976,0.156547168231705,0.801495105512992
"ENSG00000133056","black",-0.215693129071406,0.727515543364272,-0.0796220259308153,0.898729307081402,0.69910525245368,0.188934475017599,0.038838465121412,0.950561765280767,-0.703409086769998,0.185027882670679,0.226005034592083,0.71471027451017,0.687924528938255,0.19919030537863,-0.124073182578784,0.842431373567809,-0.997156667500135,0.000181924009061608,0.305709432398162,0.616909599356066,0.781810890977262,0.118258582739391,-0.248894279433252,0.686400985268033
"ENSG00000072858","black",0.214696830005903,0.728754350480479,0.291643403506533,0.634001368022967,0.313339857040078,0.607671375818169,0.367386767098224,0.542975437094329,-0.583872770526642,0.301306504407975,0.446412929319536,0.451096874372889,0.691793682541031,0.195623906873018,-0.158601287059409,0.798912394297242,-0.901205627005826,0.0367188749414365,0.476823416174133,0.416751470651415,0.867909123218259,0.0564735966583265,-0.14061821926567,0.821551128063648
"ENSG00000258819","black",0.213695317002912,0.729999920654693,0.156005896025208,0.802175807095887,-0.409133291923354,0.493996929066438,-0.516239789492757,0.373193634330601,0.773845109450468,0.124632709301546,-0.477586782203027,0.415897330769398,-0.278868793869225,0.649590585762997,0.0759554622929492,0.903383572334369,0.790736158384188,0.111237168318717,-0.57260724250088,0.313008924991186,-0.923919346344776,0.0249015241992558,-0.293110786535578,0.632214678333433
"ENSG00000224020","black",0.212812269926719,0.731098387916055,0.0352981379986494,0.955066349439036,-0.768078609511824,0.129308739008054,0.225426867721357,0.715427421846733,0.541097108615772,0.34633012332915,-0.0971982535227412,0.876438482204436,-0.810415394497718,0.0962244742365489,0.184629112898278,0.766265373536568,0.961216773727036,0.00911500712950693,-0.0778709224921481,0.900951957386298,-0.608319250589014,0.276316346156789,0.451059171082001,0.445810161304086
"ENSG00000128294","black",0.197435211890525,0.750260540461064,-0.0244513508023487,0.968870675697695,-0.757736118772408,0.137822039386685,0.210774450386048,0.733634159246731,0.455599036049357,0.440657905402413,-0.216899561120036,0.726015828858266,-0.857999316311362,0.0628486227494395,0.329945096265679,0.587652699170205,0.958651584320965,0.0100302113383253,0.0143344294396859,0.981749462634346,-0.655135953478659,0.230119806678229,0.347343989510379,0.566808996978397
"ENSG00000135318","black",0.197023576793129,0.750774355638837,0.325482507221416,0.593020864636265,0.36813667269663,0.542087540649615,0.281854758568278,0.645941214404174,-0.500961774389492,0.389942051212784,0.488357766027025,0.403888925028541,0.78292222718259,0.117377296964393,-0.282882975252732,0.644685323655221,-0.923226935946846,0.0252395506268937,0.341962663547612,0.573240899562758,0.867803389767997,0.0565404799360315,-0.140217137478964,0.822056741684013
"ENSG00000172243","black",0.191844574288574,0.75724261389303,-0.039005169681543,0.950349671276965,-0.762185564763509,0.134139845938509,0.270573193221325,0.65974644379169,0.405026739524107,0.498772711025772,-0.188912826842609,0.760907158756084,-0.878149298825592,0.0501157778507832,0.347254120571416,0.56691629923514,0.935953634104,0.0192689824741582,0.0736954715975534,0.906253014561218,-0.606104538517062,0.278556835598696,0.386428019364386,0.520519800231088
"ENSG00000012779","black",0.175367182172317,0.777865375654595,-0.0680368413866636,0.913439682582778,-0.747064695903804,0.146771835406645,0.253983663002199,0.680129170661955,0.374643009557921,0.534395938814945,-0.23575024931254,0.702637564375382,-0.891732507065906,0.0420629058188901,0.395589318210384,0.509783972699912,0.931852160101381,0.0211359638773929,0.0974990161201302,0.876057358220807,-0.625099154417899,0.259498651331611,0.346328665901087,0.568021500480034
"ENSG00000124126","black",0.170953521722344,0.783400125520719,0.0106011474447291,0.986502452681596,-0.71492196867872,0.174693144833194,0.0816861461319394,0.896109750100035,0.605673031294747,0.278993920001038,-0.185498954422267,0.765176987675446,-0.781936985918845,0.118158490582399,0.175575924435973,0.777603720442514,0.989990003739303,0.0012004154115513,-0.190354045014367,0.759105439395484,-0.709541880687709,0.179501537663393,0.358726474190822,0.553249642904158
"ENSG00000156313","black",0.163825737910861,0.792347435584172,0.113444291667069,0.855868660695017,-0.544259032509472,0.342948619884829,-0.293985423687394,0.631150117185578,0.833886895781044,0.0792156725389837,-0.260285429401456,0.672375317780849,-0.488635705826456,0.403580138031469,-0.0381703943710659,0.951411748572597,0.935646740182625,0.0194067336896152,-0.564056734264341,0.321966554490263,-0.844934763272761,0.0715709671439568,0.110695925777413,0.859345942997203
"ENSG00000142748","black",-0.163002239539497,0.793381851728793,-0.252194660531047,0.682332839653066,-0.401097014137399,0.503351756883161,-0.237352618610078,0.700655267638532,0.584387612243659,0.300774447643102,-0.351415170785761,0.561952075507893,-0.744433897604293,0.149003449290521,0.139147899679309,0.82340479080598,0.930744905129256,0.0216494919732289,-0.414734555324861,0.487498392887341,-0.808906535753777,0.0973519855184542,0.26230415338555,0.669894294392868
"ENSG00000102802","black",0.159769360686832,0.797444121035597,0.0703750563423746,0.910469713451372,-0.64619014253382,0.238769026941079,-0.0712869181143123,0.909311611118184,0.750818533532178,0.143604753458935,-0.154450146465399,0.80413263830682,-0.648735068475859,0.236299605025911,0.00650904856368595,0.99171248049144,0.979747908302126,0.00344917293037989,-0.404578007066816,0.499295150289362,-0.74816175306781,0.145844161751573,0.324870582131967,0.593757648871785
"ENSG00000116761","black",0.140064433998064,0.822249251097483,0.0643477509974984,0.918126474398457,-0.596928415731804,0.28789016262838,-0.171015577947349,0.783322276641155,0.779907367551123,0.119772647282114,-0.212882681928065,0.731010790892883,-0.601825275718921,0.282899362545506,5.01401020349644e-05,0.999936159639339,0.971360975411453,0.00579290876185555,-0.471687508075556,0.422508524948019,-0.800087886703651,0.104020904722964,0.240046310892346,0.697324694343509
"ENSG00000112769","black",-0.138831090011247,0.823804250189659,0.0432642949603793,0.944931378539329,0.664555153159977,0.221108432942237,0.036618845312096,0.953385860285058,-0.581223839954457,0.304047838740634,0.343960448667465,0.570851515399603,0.781529901564693,0.118481718953787,-0.283004038628897,0.644537479774943,-0.995552757888676,0.00035577882276597,0.195848662058695,0.752241157334489,0.813596338336763,0.0938606428735309,-0.194135691702142,0.754380313497757
"ENSG00000272016","black",-0.13575284372616,0.827686479743048,-0.0265101975850129,0.966250122158739,0.642505923139319,0.242356299406408,0.0677470022495168,0.91380786575207,-0.71026722216584,0.178851095052214,0.2007705488931,0.746098884153385,0.691389843838469,0.195995295680118,-0.0697195327810518,0.911302301810703,-0.988826240849361,0.00141547945882018,0.362549582031645,0.548709484337948,0.76682693611399,0.130330455643941,-0.306343837189426,0.616140603530533
"ENSG00000186281","black",-0.133837561711048,0.830102836112328,-0.20457093679272,0.741360503087105,-0.41702458881807,0.484846743071319,-0.228139157398836,0.712064005643785,0.629693498271516,0.254943500022317,-0.295630449868343,0.62914869247069,-0.711269595177128,0.177953339946574,0.0730290744691301,0.907099211363309,0.930581825841712,0.0217254622229762,-0.453635701089483,0.44288443997796,-0.788344804607651,0.113105733574182,0.296498494123298,0.62809301387858
"ENSG00000160299","black",0.130015285581688,0.83492696908812,-0.0885629126107881,0.88738577716831,-0.718323709020084,0.171672287189457,0.214503032163251,0.728995352759615,0.417202713146545,0.484640619508359,-0.217018891409285,0.725867511830451,-0.888668709098096,0.0438400399812919,0.336672417449074,0.579577021319066,0.947101235614046,0.0144885785865968,0.0230959894466111,0.97059588750025,-0.636831582704592,0.247909621457417,0.385541511198083,0.521561066119507
"ENSG00000204304","black",-0.126887847689903,0.838875957456889,0.0885495305200382,0.887402748833823,0.682938168775717,0.203813108693207,-0.0574979294736491,0.92683172058556,-0.481691663416454,0.411311263795187,0.343807396781347,0.571034502309422,0.84821618451072,0.0693471421739349,-0.365360369986525,0.545376126335292,-0.978863222675111,0.00367714091123324,0.0712593337667836,0.909346643280615,0.764944522693284,0.131871517233839,-0.230315180715594,0.709367180168412
"ENSG00000167699","black",0.122501098624263,0.844417742388003,0.323462129018775,0.595454108959326,0.486984484586157,0.405415427438356,0.0717913033337295,0.908671053373931,-0.371696379656716,0.537876686923304,0.46396765001683,0.431195755954917,0.901096112674182,0.0367793220855274,-0.426143649643995,0.474318294227148,-0.932509096081916,0.0208331795049537,0.105643861953926,0.865740680360504,0.794655979483969,0.108194662246617,-0.204821993885214,0.741047615822359
"ENSG00000122862","black",0.112581913598135,0.85695964009187,-0.0897007836056873,0.885942761291279,-0.685617592319127,0.201325337666197,0.0913633961343907,0.883834550503145,0.489925962198534,0.402147404393587,-0.285555919510183,0.641422381039797,-0.855960763172217,0.0641862436114287,0.3182298594934,0.601763825296864,0.978149355052821,0.00386457437255378,-0.0823924361806997,0.895213505073394,-0.727617781777796,0.163496847973502,0.304661981633138,0.618179630114906
"ENSG00000166825","black",0.10501688299541,0.866534534066187,-0.060967868622092,0.922421416350863,-0.659755783526407,0.225687608188724,0.00778625590744916,0.990086331245783,0.5811437646453,0.304130806938247,-0.272649381059451,0.657202336274668,-0.800858088885068,0.103433132667513,0.228477417825528,0.711644694004423,0.993061490056901,0.00069307568094059,-0.20539222599358,0.740337009756274,-0.763450125918457,0.133098740981666,0.295960117838487,0.628747729254909
"ENSG00000143171","black",-0.0994261096452993,0.873615629816303,-0.00642294711776416,0.991822105965468,0.626447008859716,0.258160052320144,0.0303975033400984,0.961302657874219,-0.700019648243737,0.188102538960075,0.136910914425897,0.826225745510124,0.700432289909109,0.187727450665901,-0.0207565326731108,0.973573859593019,-0.973494718152496,0.00515938892913898,0.368070902648595,0.542165401774941,0.713439463927285,0.176014379963878,-0.392517115641638,0.513379119642544
"ENSG00000100095","black",0.0823461000608726,0.895272301574579,0.220099505239109,0.722039982319245,0.49826524387592,0.392916165712055,0.137417170324606,0.825587252881985,-0.544309376766416,0.342894846087084,0.363438537147383,0.547654833612038,0.807738265890254,0.0982277285667719,-0.233229892990538,0.705757108617004,-0.96369427339098,0.0082588052126014,0.293146540846027,0.632171154255402,0.807932349181583,0.0980820772245616,-0.260043179617075,0.672673138387555
"ENSG00000235257","black",-0.0646093709548445,0.917794062684461,0.010798139181106,0.986251649370772,0.535672347162469,0.352150649848862,0.231318281055356,0.708124480776143,-0.750654273523937,0.143742913281218,0.276499833901322,0.652488216406808,0.619341474454441,0.265237572521811,-0.0351189390934394,0.955294371107154,-0.965350862635904,0.00770197943655671,0.487273233109758,0.405094351086121,0.832679768986493,0.0800653753047157,-0.204372168563328,0.741608235719612
"ENSG00000143110","black",-0.0557835633199196,0.929011014885943,-0.161976240803627,0.794670832957383,-0.518324414561338,0.370922107890008,-0.10260302069946,0.869591352989458,0.603187046696302,0.281515543942309,-0.255242868502902,0.678578739583329,-0.770220904953056,0.127565582222783,0.120655376896528,0.846750354950015,0.960117632719938,0.00950363971316079,-0.346605946568442,0.567690322637115,-0.755265463945485,0.139879324774706,0.35078968544525,0.562697767461382
"ENSG00000156414","black",0.0494417684789848,0.937074441876422,-0.047162934121136,0.939972556518087,-0.578439958940527,0.306935707466152,-0.106901100739986,0.864148979394248,0.688056372538047,0.199068479905831,-0.219131498269657,0.723242397273553,-0.706940551181936,0.181839790990181,0.0644785732579747,0.917960252232469,0.977022685755668,0.00416658488713068,-0.390740792581579,0.515460147956215,-0.769005583457611,0.128553609812061,0.322975583352071,0.596040346583808
"ENSG00000115590","black",0.0365211012680739,0.953510228620811,-0.12774191846483,0.837797369985696,-0.595777369094711,0.289066598762588,-0.0720463436188037,0.908347166883595,0.562785460945455,0.323303822158423,-0.348843867760118,0.565018726449259,-0.805654116924148,0.0997959269486704,0.263147356938482,0.668858409302111,0.987831753636006,0.00160835372418435,-0.233993112309065,0.70481223623391,-0.80972504486141,0.0967398492873311,0.237112398481152,0.700952394053037
"ENSG00000213694","black",0.0345640954250381,0.956000391077396,-0.0988853798366623,0.874300715509926,-0.549447309187458,0.337417968634233,-0.191846457013652,0.757240261259929,0.638739794745759,0.246038302134416,-0.381434709844548,0.526390228840708,-0.725170106332038,0.165638733561987,0.204737881908761,0.741152440970331,0.983237057196514,0.00259874834069423,-0.351144470213706,0.562274776752082,-0.864559703240972,0.0586043430591351,0.157788552934944,0.799934169126693
"ENSG00000106236","black",0.0309436128021471,0.960607656838721,0.0152078030145056,0.98063757021638,-0.40650202776509,0.497055899777368,-0.418113866015568,0.483586533440186,0.817494239462427,0.0909886265430547,-0.311101206971786,0.610379223540283,-0.452758300765587,0.443880270830568,-0.0672215354847314,0.914475385612279,0.889733499308979,0.043219770359556,-0.65324401190957,0.231941725901863,-0.863069500208675,0.0595602630967425,0.0734025808682033,0.906624924603075
"ENSG00000147100","black",0.00366947707911192,0.995327887159468,0.164243201367745,0.791823104402151,0.589965236903569,0.2950259687598,0.0025168724803909,0.996795421812229,-0.52181566779869,0.367125359775994,0.286998448031102,0.63966256790111,0.842935581237605,0.0729364521280999,-0.244203478035712,0.69218912372288,-0.973104088840761,0.00527355338908888,0.197985821194648,0.749573321490467,0.744636372545572,0.148831346922468,-0.337510906762271,0.57857190814519
"ENSG00000170322","black",0.00329056763710936,0.995810326720681,0.145739079578395,0.815098230876588,0.579297555740553,0.306045328305443,0.0354600239958716,0.95486035882411,-0.563695393130672,0.322346510785284,0.272722430389008,0.657112851742485,0.813120096770088,0.0942134063550107,-0.197091526247387,0.750689536117768,-0.975917607793359,0.004470007229609,0.253366906915386,0.680888761991992,0.753767668549838,0.141130886353138,-0.338187468453391,0.577761134638562
"ENSG00000133328","blue",-0.996578196997419,0.000240155936208151,-0.932301784277212,0.0209285774683358,0.80788209598967,0.0981197838231821,-0.497219648861798,0.39407082909836,-0.475326122776898,0.418427979288848,-0.453093888696067,0.443499326766941,-0.176310449751629,0.776683083020637,0.2308177007892,0.708744590909291,-0.236968154182667,0.701130817325383,-0.113682773944434,0.855566979989489,-0.0672841392153276,0.914395856532049,-0.101330765571829,0.871202795238902
"ENSG00000257122","blue",-0.99266743153365,0.000752904333998435,-0.900897258852015,0.0368891618487158,0.830117941747175,0.0818778854270718,-0.561992024744839,0.324139157582296,-0.410769341542746,0.492096933877286,-0.444282270070005,0.453525835652525,-0.120078761925194,0.847479186113753,0.164149350764521,0.79194097688747,-0.237346982912621,0.700662238183443,-0.202101135240238,0.744439456413764,-0.0890567546815588,0.886759482479795,-0.122724824797634,0.844135034747826
"ENSG00000108576","blue",-0.981523320684927,0.00300650840136515,-0.873710934528056,0.0528420424138965,0.820129259446762,0.0890626465721829,-0.386044288157974,0.520970467996793,-0.48886552707495,0.403324851635352,-0.260172629867264,0.672513990428271,-0.103473369049885,0.868489089390089,0.0838232821656552,0.893397997984912,-0.326407534301763,0.591907403751299,-0.109529915985256,0.860821524900463,0.104215133118236,0.867549752133276,0.0510838450992867,0.934986327885455
"ENSG00000158955","blue",-0.979613418994237,0.0034835168615633,-0.849878076211639,0.0682292320905662,0.848808160448835,0.0689482880210581,-0.599140229592367,0.285633087492416,-0.342069495501809,0.573113079863586,-0.386918733319622,0.51994360253321,-0.0473708342923152,0.939708145662969,0.0591289503884892,0.924758574327949,-0.253438802759629,0.680800209169431,-0.292998349134172,0.632351552753147,-0.0729920451122321,0.907146232776746,-0.10525872551214,0.866228317226828
"ENSG00000197471","blue",0.931573318408883,0.0212649101717085,0.757075766498353,0.138371026155168,-0.934359780234976,0.0199878457543101,0.568241249557937,0.317574765811153,0.407033284535709,0.496437971332684,0.266265706014078,0.665029634002393,-0.151150664854988,0.808284334388503,0.0481066790522825,0.938772307245878,0.448338494434302,0.448904201480464,0.272339489915316,0.657581970525402,-0.104967711689459,0.866596794891513,0.135150457027338,0.82844639375335
"ENSG00000197702","blue",0.928667273165556,0.0226237610722708,0.822218750412736,0.0875444048636309,-0.927425738394352,0.0232125399936836,0.419187156221528,0.482345499636147,0.628662083081847,0.255964229596294,0.304182634251448,0.618760986443349,-0.0829979642440697,0.894445163511575,-0.13948342240026,0.822981756064012,0.532406332305862,0.35566642240149,0.0125457349427001,0.984026693195084,-0.202316604018899,0.744170780315148,0.160857170011985,0.796076993129372
"ENSG00000101444","blue",0.900374173755186,0.0371785941000168,0.792303068939375,0.110017905328179,-0.949460963225938,0.013534876970461,0.635335748640767,0.249379214043642,0.513993236961075,0.375645339487086,0.478577091042865,0.414789862827983,-0.143592007836463,0.817803209743831,-0.175572485732716,0.777608030723955,0.471453601060429,0.422771150763158,0.149998762135072,0.809734260604955,-0.0102086388534464,0.987002183085403,0.385137301990733,0.522035976974142
