AURKA	8.312615726518e-10
BBS12	1.03353831357447e-09
KCMF1	1.11690417375209e-09
STX1B	1.18016485176521e-09
KCNA5	1.40967268569738e-09
CCNG1	1.49449718192532e-09
NTNG2	1.59931270889332e-09
CATSPERG	2.10507745123249e-09
TRMT61B	2.22438902393634e-09
CADPS2	2.26376498940504e-09
IRX6	2.97065539038043e-09
ARHGAP22	3.09703508696847e-09
CNIH3	3.18932918066524e-09
ARL2BP	3.51104938295224e-09
DAG1	3.59318561614943e-09
BPI	3.91875082311902e-09
HIVEP3	6.59577485828826e-09
LIG1	6.97430488433044e-09
DPT	1.11491361061535e-08
EGLN1	1.1229864527408e-08
EVL	1.22956124007124e-08
PCYOX1L	1.40326143616564e-08
FBXO24	1.4214161215112e-08
MADD	1.56335668358697e-08
NCOA3	1.89848889354793e-08
SYT12	2.76253483472226e-08
HBA1	2.79137807944191e-08
LIN7A	2.87432851586977e-08
NRDC	2.98472875714123e-08
FBXO17	3.07273689498971e-08
HSF2	3.2841466068208e-08
MIEF1	3.38994738578042e-08
NKG7	3.45102152591563e-08
ZHX3	3.60734532723213e-08
SCG5	3.63883986033373e-08
SNAP47	3.64503844323932e-08
TM6SF1	3.70054919044148e-08
PIK3R3	3.7293822023684e-08
ELMO1	3.91509901777393e-08
ADIPOR2	4.35280740848645e-08
GZMB	4.98355688337441e-08
ARHGAP26	5.15799787850689e-08
PIK3CB	6.36503681458893e-08
HBA2	6.9802367481802e-08
LPIN1	6.98240422300139e-08
RAD1	7.09183757955884e-08
CNST	7.19921450844671e-08
CERS1	7.59670969407596e-08
THY1	7.65666772602015e-08
PTK7	8.53464280969085e-08
PDE7A	9.78856256904653e-08
AGER	1.15915415008643e-07
APOB	1.25110011570229e-07
ARHGEF2	1.26238279861444e-07
BPGM	1.26610289786275e-07
PTPRN2	1.52243184302175e-07
KLHL41	1.58123304027048e-07
CLU	1.93439180043846e-07
NAPB	1.94484340608198e-07
NCEH1	1.95232570545528e-07
MTRF1L	2.39629559705115e-07
GDF15	2.64217015889567e-07
MFSD6	2.75486572163326e-07
LTB	3.00056092697302e-07
PCDH12	3.42944723944448e-07
CX3CL1	3.97978199006707e-07
DHX58	4.49298524658216e-07
SLC9A7	5.19795157917274e-07
GRIN2C	6.5996331235196e-07
MEOX1	6.83415328650981e-07
PPTC7	7.72863115988545e-07
CNTN3	8.47940793619547e-07
PDZD4	8.66119488806575e-07
LFNG	1.04701825619741e-06
KLHL3	1.11937946633714e-06
ACSS3	1.80408198514152e-06
ETV7	2.24873458549269e-06
EML1	2.33129307901448e-06
EPHB3	2.44231434104014e-06
CRABP2	2.77901067872642e-06
GJD3	2.84050836244668e-06
COL1A2	2.91479997299223e-06
TMEM173	3.03633048540373e-06
KIRREL3	3.172593256573e-06
TM6SF2	3.533370051208e-06
CCDC80	4.28814979553443e-06
ENC1	4.61308662660645e-06
PPIP5K2	5.12749090369485e-06
EFS	5.20181031097299e-06
PAQR6	5.60881032420948e-06
CCDC115	5.64117852575139e-06
CCDC74B	5.71143497692894e-06
BGN	6.86635526747604e-06
ZNF480	7.15459637861962e-06
SDC3	7.74611323235128e-06
SPNS3	8.24635769534598e-06
FLT1	8.4487206915071e-06
APOBEC3D	8.90389111176596e-06
ZNF189	9.29684643311324e-06
TMEM38B	1.05937634585458e-05
XK	1.1294956309859e-05
GPN3	1.36210746519803e-05
PRR15	1.40246912147928e-05
SAR1B	1.59553997515556e-05
GDPD3	1.70953864497885e-05
CLSTN1	2.14215038269333e-05
COL1A1	2.28753876579029e-05
EXOC3L4	2.4695968935878e-05
MED20	2.53968074484946e-05
CNOT8	2.55875984747917e-05
TRAIP	2.5748121755092e-05
HLA-DRB1	2.90860506384437e-05
PRPH	2.99854556961253e-05
ROR2	3.16542350724859e-05
FZD5	3.27898314944513e-05
AFF1	3.38129234362692e-05
TAC4	3.52563116444438e-05
KLHL31	3.58672070121146e-05
TRMT9B	3.62157139535977e-05
STMN1	3.64390345784246e-05
FANCG	3.73168525659482e-05
MTMR10	3.74172858522796e-05
NDC80	5.05000487971473e-05
HIGD1A	5.30731829077553e-05
CARD16	6.44024777689439e-05
FGFBP3	7.63202615803839e-05
ARHGAP10	9.05328264849385e-05
ARSI	9.62340193353288e-05
INTS12	9.73343531424794e-05
WWP2	0.000111328933642782
CALM1	0.000119687767006444
FOXO3	0.000124786268609474
GSR	0.000164977113618065
APOA1	0.000188303444528903
ASIC1	0.00019783516329877
COMP	0.000200204510544075
RAB4A	0.000245362640837893
KCNQ4	0.000259427248735942
CSPG5	0.000318901737288186
COLEC11	0.000338408724653993
FBLN1	0.000338963360326441
LYPD3	0.000360103850130135
LMO2	0.000385767390155277
DNAAF3	0.000423980341903627
SMYD5	0.000511677746459298
SRL	0.000529605215120495
CHST14	0.000534320839152238
THUMPD3	0.000542497185012612
CERS5	0.000593626956603329
ATAD2	0.000607994499698449
EXOG	0.00063890350610893
THBS3	0.000733483349520556
NUDT16	0.000793244163652294
FAM20A	0.000808069904804854
EMID1	0.000873809978755508
RAD51D	0.000938837058400602
ADRA2A	0.000983683678274213
GNLY	0.00105400430738395
SEZ6L2	0.00114301872338888
HLA-F	0.00124910367841436
DYNC1I1	0.00196567774807588
ABLIM1	0.00225305080268092
TCF21	0.00234440597316311
DSP	0.00241261204259936
CMAS	0.00276869734356507
PDZD2	0.00297994331653186
MRPL39	0.0032544992257957
RARRES2	0.00332658931656879
RBP5	0.00336793062625729
DEFB124	0.00374561941544642
NAGK	0.00389590221214791
MFAP2	0.00439741712087296
MMP2	0.00462441323321411
CD27	0.00510381949424332
RIC8B	0.00556786834192703
PCOLCE	0.00559798402725482
PSRC1	0.00605290247196606
CETP	0.00626248265720334
CD300LF	0.00655503914099178
KIAA1217	0.006851692346658
UBE4B	0.00712899143514467
IDH3A	0.00728878113075234
CMTM3	0.00742710751906528
PPARA	0.00801973277453656
HCCS	0.00834973531309198
IWS1	0.00917648909085034
HNRNPA2B1	0.00995240814297601
IFNLR1	0.0100409240611882
SCN5A	0.0107168520054826
CPT1A	0.0113452150990552
TMEM216	0.0115712432182651
ZNF552	0.0126131037099629
BATF2	0.0135453169053341
PHGDH	0.0140042023831112
FZD8	0.014247844781089
IFT20	0.0167299706208606
BHMT2	0.0206880143223341
PIF1	0.0210218429202478
CUL1	0.0225977008128563
LPAR2	0.0344312151618604
PAIP1	0.0351601607509406
TOE1	0.0360623884414504
OSGEP	0.0385121516272278
TBC1D4	0.0413955272961235
CSRP1	0.042557037606883
PRR3	0.0448659300264404
DTX1	0.0469834765470096
VIM	0.0498608296938579
TIMM21	0.0499055377868204
